doc_id,template_id,comment,title,link
0nauPai7,municipal_v1,"if you look into this...it is Columbus, Nebraska. It shows their patch and the see more details link shows Nebraska. Can't even get a straight story anymore",Massive Drug Bust at Columbus Hotel Leads to Seizure of Over 3 Pounds of Meth,https://newsbreak.com/n/0nauPai7
0nalMbd4,municipal_v1,Maybe put that this is for non-profit organizations in the headlines. So the regular average citizen doesn't think that they might be able to qualify for some kind of assistance.,Apply Now for Direct Financial Support & Assistance Grants from the Riverside County Nonprofit Assistance Fund,https://newsbreak.com/n/0nalMbd4
0naufuC5,municipal_v1,"A parked truck, inanimate object, collides with..... who's the fool who wrote the ""story?",Parked Truck Collides with House in Conroe After Collision with Second Vehicle,https://newsbreak.com/n/0naufuC5
0nbztGyD,municipal_v1,Is this a serious article? You can tell it was written by AI.. or a 1st grader. Can’t really tell,Port Chester Resident Faces Aggravated DWI Charges for Exceeding Legal Alcohol Limit,https://newsbreak.com/n/0nbztGyD
0nb6KBxr,municipal_v1,Bullshit.,Potential Tropical Wave Approaching Florida : Residents Advised to Stay Prepared,https://newsbreak.com/n/0nb6KBxr
0nbuImU3,municipal_v1,Seattle already has a program for rebates for building and using energy efficient products,Seattle City Light Issues RFP for Implementation of Midstream HVAC + Rebate Program,https://newsbreak.com/n/0nbuImU3
0nbanCVW,municipal_v1,somebody just got some HUSH MONEY 🤑🤑. EVERY BODY ALREADY KNEW THE BUILDING WAS OLD AND FALLING TO PIECES BECAUSE THE OWNER IS WOULD NOT SPEND THEIR PROFITS TO KEEP THE BUILDING UP. SO A FIRE IS THE BEST WAY TO SOLVE THAT PROBLEM AND THEN ALSO THEY'RE ABLE TO BUILD A NEW HOTEL AND RESTAURANT ON THE GROUND LEVEL TO MAKE MORE MONEY. THAT WAS THE PLAN FROM THE BEGINNING AND IT WORKED,"Virginia Beach Fire Investigators Conclude Probe into Devastating 3-Alarm Fire , Deem it Accidental",https://newsbreak.com/n/0nbanCVW
0nbX3keU,municipal_v1,this smoke cover story is a crock of shit,Air Quality Alert Issued in Southeast Michigan due to Canadian Wildfire Smoke,https://newsbreak.com/n/0nbX3keU
0nbli6Y3,municipal_v1,Just AI gathered garbage,Shannon E. Clay Arrested for Second-Degree Robbery Following Physical Altercation,https://newsbreak.com/n/0nbli6Y3
0najR3mw,municipal_v1,"can't catch a ""virus"" from an animal. different DNA means not possible. people need to wake up. that's like telling us we can get the flu from different animals. you fucking can't. if you get the flu, you get THE FLU. not pig flu, not bird flu the god damn flu. people are so damn ignorant these days not knowing fucking SCIENCE",Health Department Urges New Yorkers to Take Preventive Measures Against Rabies,https://newsbreak.com/n/0najR3mw
0najR3mw,municipal_v1,"Oh boy, more fear mongering.Too bad DOH lost all credibility",Health Department Urges New Yorkers to Take Preventive Measures Against Rabies,https://newsbreak.com/n/0najR3mw
0nayoAmc,municipal_v1,Without a doubt the biggest bunch of propaganda bullshit I have ever read!!!!! All you fcking SHEEPLE…..GO GET THOSE CLOUT SHOTS!!!! DIE BIATCHES!!!! 😂😂😂😂😂😂😂,"Study Links Political Affiliation to Higher COVID-19 Death Rates , Citing Vaccine Uptake Disparities",https://newsbreak.com/n/0nayoAmc
0nb2t3av,municipal_v1,Y'all can't report,"Philadelphia Police Seek Public Help in Homicide Case , Offer $ 20,000 Reward for Information",https://newsbreak.com/n/0nb2t3av
0nasESvA,municipal_v1,Such good info… no details at all,Richardson Police Investigate Fatal Shooting Incident Involving Three Women,https://newsbreak.com/n/0nasESvA
0narqoxl,municipal_v1,Was the last paragraph about the Georgia shooter related to his arrest? Can't tell the way it was written 🤷🏾‍♀️,Life Imprisonment for Former New York Resident Convicted of Supporting ISIS and High-Ranking Fighter,https://newsbreak.com/n/0narqoxl
0najupSI,municipal_v1,They said approximately 6000 dollars seized but only 5 dollars left on the table?,"Routine Traffic Stop Unearths Narcotics , Firearm , and Cash ; Suspect Arrested",https://newsbreak.com/n/0najupSI
0nafxFwN,municipal_v1,BS,The Increasing Militarization of California 's Law Enforcement Agencies : A Concern for Public Safety and Trust,https://newsbreak.com/n/0nafxFwN
0nayx0n0,municipal_v1,"Was wondering about that 2nd paragraph, then realized it was AI written. 🤯",Everoy L. Morrison Extradited from Maryland to Face Murder and Weapons Charges in Union County,https://newsbreak.com/n/0nayx0n0
0nb1YyPr,municipal_v1,Are you sure that you’ve got the correct picture of “Tyrone” and not his sister?,Stafford County Sheriff 's Department in Pursuit of Fugitive Tyrone Wilson Following High-Speed Chase,https://newsbreak.com/n/0nb1YyPr
0nauPai7,municipal_v1,"Sh*t reporting, multiple Sleep Inns in Columbus.",Massive Drug Bust at Columbus Hotel Leads to Seizure of Over 3 Pounds of Meth,https://newsbreak.com/n/0nauPai7
0narpZdX,municipal_v1,What a nothing article,Exploring Vibrant Murals and Diverse Attractions at Alabama 's Beaches,https://newsbreak.com/n/0narpZdX
0nafxFwN,municipal_v1,What public safety and concerns. Stupid article.,The Increasing Militarization of California 's Law Enforcement Agencies : A Concern for Public Safety and Trust,https://newsbreak.com/n/0nafxFwN
