human label	_id	title
0	0cL862p9	Ankara : Greece 's aggressive rhetoric is futile attempts to outdo us
0	0cLrpJNX	Las Vegas Pigeon Prankster Group Say They Are Protesting Democratic Debate
0	0cN8d22p	Remembering William Gay
1	0cU4YvsX	Townhomes of Las Vegas : See what 's on the market
0	0cF7DXDU	Mongolia reports 2,461 new COVID-19 cases , 19 more deaths
1	0cSN9bar	Does Georgia have a quarterback controversy on its hands ? Bulldogs mailbag
0	0cVP4AqM	Dealing With Trauma
0	0cTRcU9P	Black Chamber of Commerce calls for Livingston in Decatur Hall of Fame
0	0cEB0kHZ	Semi driver in serious condition after I-94 crash near Johnson Creek
0	0cEeQ0n0	South Bend Defensive Highlights : Week 6
0	0cUDC4ft	On300 WR Chris Marshall Down to 3
1	0cKrE8Qh	Top 7 Best Facebook Alternatives to boost your social media presence
0	0cKjL6yk	IK Multimedia Ships New Stompboxes
0	0cJ6vgZY	Home For Sale : 418 S 325th X3 , Federal Way , WA 98003 | CENTURY 21
0	0cJC4f0o	Joan Warwick
0	0cGIQpHA	Pfizer accused of testing COVID vaccine on orphans
0	0cFUhB1M	White Sox 5 , Tigers 4 : From down four to six straight
0	0cV6uE55	No bomb found after threat to Mount Pleasant High School
0	0cJb2WoO	The Recent Pullback in These 2 Stocks Is a ` Buying Opportunity , ' Say Analysts
0	0cEjk3wc	Aladdin Performances Canceled Through October 10 Due to Covid-19 Outbreak
0	0cRqAeFO	Multiplying in Every Way
0	0cTKjdTM	DJ seems incapable of reading the
0	0cSeFdTb	Nebraska tax collections continue to roll in above projections
0	0cP45BiO	The Latest : Food bank needs still above pre-pandemic levels
0	0cRwuGpa	Genomic characterization and epidemiology of an emerging SARS-CoV-2 variant in Delhi , India
0	0cJP22er	WFT Daily : Terry McLaurin Says Ricky Seals-Jones Is ` Ready For His Moment '
1	0cGTJVUw	What are the side effects of this year 's flu shot ?
0	0cU38rWd	MLS Search Feature
0	0cSSddOR	World War II veteran , 95 , gets his dream car
0	0cVavjCc	Man sentenced in assault , grand theft cases
0	0cGok8M8	Daniel Jones has been providing answers to Giants ' QB questions
0	0cIoNedk	How to stream/watch New Orleans Pelicans vs. Orlando Magic
0	0cEheCjS	Tentrr , Coleman Partner for Fully Outfitted Camping Experience
0	0cEuc6J8	Inside Drink & Drugs News
0	0cIAiDkQ	Two killed in small plane crash near Andrews , sheriff 's office confirms
0	0cENhw41	California pushes 1st U.S. vaccine mandate for schoolchildren
0	0cEVDA8V	Ruby Fields landed a # 1 ARIA album because fuck Drake
0	0cONpUpJ	BVT students want to cook you dinner -- for charitable causes
0	0cTdDP8d	Beaufort Co. . Sheriff 's Office investigating deadly shooting on Lady 's Island
0	0cDfhdXp	James Ross @ -LRB- Vocalist -RRB- Seviin Li - `` Proud Mary '' - www.Jross-tv.com -LRB- St. Louis -RRB- @ Twilight Thursday
0	0cSJSUrm	Darth Vader 's Deadliest Weapon Is n't His Lightsaber
0	0cVBRZJX	Pendleton Oregon Paranormal Society -LRB- Rim-Pod going off and Broom handle being thrown . -RRB-
0	0cTQCxh3	Family stranded overseas are shocked to learn a drug-using squatter has moved into their home and trashed it - dumping their belongings outside and ripping a hole in the bathroom wall
0	0cOweRjI	Gov. Kathy Hochul dominates Democratic field and enjoys strong approval : Marist poll
0	0cDoVfoE	Huawei appeals Sweden 's ban on company for selling 5G gear
0	0cLdUPfe	A year after opening women 's home , Denton Freedom House sees its first graduates
0	0cRvkX5k	Texas official to teachers : State law requires teaching ` opposing ' views on the Holocaust
0	0cL8Zvqd	4 Sale 1955 BSA Bantam : The Little Bike That Could
0	0cLqGv5L	He was sentenced to four days in jail for approaching the bear and its cubs
0	0cI9UkHB	Body of man found in Great Pee Dee River after crash was Myrtle Beach man , coroner says
1	0cV46kNS	5 Ways to Avoid Change Orders in Construction
0	0cPbXcNQ	Clayton County Magistrate Court 3 's Zoom Meeting
1	0cVGS57y	How to invest in China as the economy slows down . We asked 20 strategists
0	0cPksrqD	Slovak ECB policymaker Kazimir charged with ` corruption-related crime '
0	0cLjv2WT	How much oil leaked in California spill ? No firm tally
0	0cJwLfbG	Pirates Fall To Bearcats In Three
0	0cJ1MVhf	John Howard : COVID and the climate crisis
0	0cJ7g7Lw	This Maine power struggle could portend trouble for energy projects nationwide
0	0cGE2DHD	NEO : The World Ends With You - Part 23 - RBF
0	0cLrEv9m	The Coach James Hale Show
0	0cIGQ1fR	Westgate event celebrates poker beyond No-limit Hold 'em
0	0cIjO1SW	National player alleges sexual abuse in Australian football
0	0cQ9QaIx	Tickets still available : GRM Experience at the Rolex 24 At Daytona
0	0cEDhMj3	Two teens arrested in connection with fatal shooting of 16-year-old girl
0	0cPrLxEf	Lewiston Weather Forecast
0	0cPGLk0H	North Dakota land commissioner resigns
0	0cOywvVs	Bare-footed neighbor helps woman escape burning home after plane crash , video shows
1	0cTQRIYB	Why ` The Morning Show ' Is n't on Netflix
0	0cFUprwC	Leaf collection in Alcoa begins Tuesday
1	0cTWa5U6	How does stress affect the immune system ?
0	0cP7ym2c	Hyundai Elantra Hybrid Wins Motor1.com Star Award for Best Value
1	0cFD6PlX	See how Suze Orman thinks you should invest in cryptography
0	0cHM5m9c	Penang developer linked to undersea tunnel case falls to his death
0	0cKXcPjz	Man accused of unleashing bedbugs in city hall faces trial
0	0cKojHFZ	NFL DFS Cash Game Lineup Advice : Week 5 -LRB- Main Slate -RRB- PREMIUM
0	0cP5uFxt	Legends 2021 : Port San Antonio
0	0cU2hOW9	YOUTH CELEBRATION MASS -LRB- English/Spanish -RRB- - 10/17/2021
0	0cK5v7xW	USF 's Yolisha Jackson is Making a 40-Year Commitment to Black Women in Basketball
0	0cT3f5cL	Midnite Madness Returns With Flair
0	0cPvN48x	Eunice Marie Lundy
0	0cVG0Vzi	Seattle touts 99 % compliance with employee vaccine mandate
0	0cF8epjk	Heavy rain , lightning alters Week 6 football games
0	0cRlMq1p	Comedian Bill Burr to Perform at Bethel Woods
0	0cTyqtfr	Voice of the people : Many do not view the early stages of human life as precious
0	0cNghxxE	Sleepy Time : Deontay Wilder Got Knocked The F*ck Out By Tyson Fury , Twitter Was Merciless
0	0cMClGZk	Chancellor Cole Installation Remarks
0	0cFYcU9o	Nash throws for 3 TDs , SJSU beats New Mexico St. 37-31
0	0cIucorv	Meet the creators of the unofficial ` Bridgerton ' musical
0	0cRHUviY	Mobile Modular Storage Solutions market players to make profitable investments during 2021-2027
0	0cGH4Qit	Christian Faith Baptist Church , Sunday Service , October 3 , 2021
0	0cGzqFoP	At a glance : ` On and Off the Streets '
0	0cMmn6lb	Saint Mary Coptic Orthodox Church Live Stream
1	0cSeKFau	Greg Waybright | Ephesians 3:17 b-21 -LRB- 10/15/2021 -RRB-
0	0cMCzWoE	Daily Mass - October 9 , 2021
0	0cGZxSLz	TransferGo Receives $ 50 Million Following A Series C Funding
0	0cHd8PzT	School Bus Drivers In Anne Arundel County On Strike , Demanding Better Working Conditions
0	0cEm6rIN	Our Outdoors : Ready for the Return
0	0cNNGTY8	How To Make Homemade Modeling Clay
0	0cJbhsXa	Cheyenne Police Mourn Loss of Retired K9 Officer
0	0cN2JC04	BHIBC 10/10/2021
0	0cVEBGDb	Huge Production Strike Averted HOURS Before Deadline
0	0cNzneVG	Hurricane-damaged restaurant in Blountstown torn down Tuesday
0	0cNfhNcP	Washington Nationals ' prospect Cole Henry worth watching ...
0	0cHh4UG4	-LSB- 40 % Off -RSB- Sony WH-XB900N Wireless Noise Canceling Headphones $ 148
0	0cI1h9Mm	The Frederick County Health Department urges residents to avoid certain rivers
0	0cJ1yZWN	KIWON LAFIYA : Rage Rage Rauni daga E-Scooters da Hoverboards
0	0cEq9u7n	Brick Fest Live
0	0cJRMoUz	Songbird Dental celebrates groundbreaking ceremony
0	0cHGdioJ	Volleyball team to host Cougars in midweek matchup
0	0cUzZRXq	End the Failed Regime Change Campaign in Venezuela
0	0cUSRiIy	Numberblocks World App | Meet Number 3 - * New Numberblocks 2021 App ! * #Shorts
0	0cKpr8gK	Five Ex-Nets Players Charged in Multimillion Dollar NBA Fraud Case
0	0cFDlIL0	Special Weather Statement issued for Crawford , Sebastian by NWS
0	0cUYmObJ	Gopal Agarwal Appointed as Executive Director , Finance
0	0cFdH5xC	SQUID GAME EPISODE 3 REACTION !! 1x3 `` The Man With the Umbrella '' Spoiler Review | Breakdown | 오징어게임
0	0cV15LXh	Penny Stocks
0	0cJspM1d	Randolph County EMS struggles to fill positions , increased calls impact response times
0	0cSm9Yu5	The # 1 fitness influencer in the world Mike Thurston , is depressed .
0	0cJ1mx5B	Blues at Wild Preseason Preview/GameDay Thread
0	0cMB0Vzg	4-Day Weather Forecast For Norton
0	0cDo4SUn	Qantas Brings Forward Some of Its International Flights to November
0	0cLfmmb7	Kyrie Irving to miss preseason home-opener -LRB- Report -RRB-
0	0cRPs3DZ	Among South Florida doctor 's mistakes , state says : Removing fat instead of an appendix
0	0cM1Lcy6	Good Samaritans hold rideshare robbery suspect
0	0cKsF267	Photo : AEW Star Shows Off Her Physical Transformation
0	0cMuwOpH	Home For Sale : 104 Stable Cove , Stafford , VA 22554 | CENTURY 21
0	0cOCQdve	Paranormal Dimensions & Supernatural
0	0cEJOHUZ	New lava flow spews from La Palma volcano after weeks of eruptions
0	0cEp6Zbc	Toronto Blue Jays | Montoyo on win over Orioles
0	0cUQOoQF	Foundation raises over $ 13K in first fundraiser on Long Island
0	0cPLHbuz	High Wind Warning issued for Elbert , Central and East Douglas Counties Above 6000 Feet by NWS
0	0cSXhatH	NewsRadio : Big Day SE1E05
0	0cF6V760	Gas savings : The cheapest station in Parkersburg
0	0cHbczKO	Minhaj builds a kingdom at Chevalier , Pepitone rocks Ralph 's
0	0cQmTTF5	Black Rock and Riverside community members learn more about the River Rock Connections Project
0	0cUmajWe	MWC Recruiting Roundup 10-11-21 . Filled with the latest news , interviews , offers , and commitments .
0	0cRfLrwb	New Starbucks Drive Thru store in Peterhead creates 17 jobs
